provider_name,country_name,foreign_university_name,foreign_city_name,foreign_course_code,course_name,instruction_language_name,department_name,umd_course_name,course_code,comments,combo_cats,combo_cat_ids,review_faculty,approval_date,syllabus_relative_path,id,s_id,is_active
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D7001D,"Network Programming and Distributed Applications",,CS,"Computer Science Major/Minor Elective Credit",4xxx,,,,"Hudson Turner",2014-04-25,{21100E372A93726D30D428B0C3DA43E7}.pdf,67118,53677,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,M7012E,"Pervasive Computing",,CS,"Computer Science Major/Minor Elective Credit",4xxx,,,,"Hudson Turner",2014-04-25,{1430BB8486D5690C50817C05EEBB776D}.pdf,67119,53678,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D7020E,"Robust and Energy Efficient Real-Time Systems",,CS,"Computer Science Major/Minor Elective Credit",4xxx,,,,"Hudson Turner",2014-04-25,{2BA43BE0939C418A105BA1EACD2CCC8B}.pdf,67120,53679,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D7033E,"Software Design for Industry Automation",,CS,"Computer Science Major/Minor Elective Credit",3XXX,,,,"Hudson Turner",2014-04-25,{BE04CDE2606C8F9C4AE12AC6CFF4F5A7}.pdf,67121,53680,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D7032E,"Software Engineering",,CS,"Computer Science Major/Minor Elective Credit",2xxx,,,,"Hudson Turner",2014-04-25,{F6B914FDDB69F4C1C30FD7C6343255EB}.pdf,67122,53681,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,A0004N,"Information Security",,CS,"Computer Security",4821,,,,"Hudson Turner",2014-04-25,{C9C46A72DFBEB4B2C362F7CCA7FE0DDC}.pdf,67123,53682,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,M7011E,"Design of Dynamic Web Systems",,CS,"Computer Science Major/Minor Elective Credit",4xxx,,,,"Hudson Turner",2014-04-25,{D0164A0132641D9CF8369E1E5B1BECE9}.pdf,67124,53683,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D0025N,"Data Communication in Information Systems",,CS,"Computer Science Major/Minor Elective Credit",2xxx,,,,"Hudson Turner",2014-04-25,{DCE76B0D86A7727B910BB844687B49A1}.pdf,67125,53684,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,D7012E,"Declarative Languages",,CS,"Computer Science Major/Minor Elective Credit",4xxx,,,,"Hudson Turner",2014-04-25,{6D85360EC59244E8E1E774BE7D84E302}.pdf,67126,53685,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,M7038N,"Cross-Cultural Management",,MGTS,"Mgts Major/Minor Elective Credit - Group A ",4xxx,"&quot;Micro-organization Behavior&quot; Category
International Requirement",,,"Jennifer Mencl",2014-07-02,{48950E6CA298F790651D5C04FEAEB975}.pdf,67323,53896,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,M0007N,"International Business Environment",,MGTS,"Mgts Major/Minor Elective Credit - Group B",4xxx,"Upper Division International Course",,,"Jennifer Mencl",2014-07-02,{8A7D2A84FFA3222DB8C9FCDB572ABAAB}.pdf,67326,53899,1
"UMD - University of Minnesota Duluth",Sweden,"Lulea University of Technology",Lulea,R7011N,"Global Financial Management",,FMIS,"International Finance",3649,,,,"Dahui Li",2014-07-30,{027D319A2DAF705208511BE2080DFB90}.pdf,67489,54076,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Service Learning: Social Participation and Development",,FORS,"General Elective Credit",3XXX,,"Category 8; Social Sciences","152,141",,2014-04-30,,64018,50414,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Business Spanish",,BUS,"LSBE Major/Minor elective credit",1XXX,,,,,2014-04-30,,66307,52795,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Software Requirements",,CS,"Computer Science elective credit",3XXX,,,,,2014-04-30,,66308,52796,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Software Design",,CS,"Computer Science elective credit",3XXX,,,,,2014-04-30,,66309,52797,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Software Process and Quality",,CS,"Computer Science elective credit",3XXX,,,,,2014-04-30,,66310,52798,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Internship in Education",,FORS,"General Elective Credit",3XXX,,,,,2014-04-30,,66311,52799,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"International Financial Systems",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2014-04-30,,66312,52800,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Energy and Environmental Technology",,IE,"Industrial Engineering elective credit",4XXX,,,,,2014-04-30,,66313,52801,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Intelligent Systems",,IE,"Industrial Engineering elective credit",4XXX,,,,,2014-04-30,,66314,52802,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,Telematics,,IE,"Industrial Engineering elective credit",4XXX,,,,,2014-04-30,,66315,52803,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Technical Office",,IE,"Industrial Engineering elective credit",4XXX,,,,,2014-04-30,,66316,52804,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Production Management",,IE,"Lean Production Management",4020,,,,,2014-04-30,,66317,52805,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Numerical Methods",,MATH,"Numerical Analysis, Systems, and Optimization; also 5XXX elective credit for math major",5840,,,,,2013-11-02,,66318,52806,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"International Marketing",,MKTG,"Principles of Marketing",3701,,,,,2014-04-30,,66319,52807,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Mechanical Systems",,IE,"Industrial Engineering major requirement (Replace CE-2017 for major)",2XXX,,,,,2013-10-24,,66320,52808,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Business Spanish",Spanish,SPAN,"Hispanic Studies Major Elective Credit ",3XXX,"Not eligible for Hispanic Studies minor","Category 3; Oral Communication and Languages","146,159",,2013-12-02,,66383,52877,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Business Spanish",Spanish,LANG,"Beginning Foreign Language I",1101,"Not eligible for Hispanic Studies minor","Category 3; Oral Communication and Languages","146,159",,2013-12-01,,66383,53979,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Business Spanish",Spanish,SPAN,"Beginning Spanish I ",1101,"Not eligible for Hispanic Studies minor","Category 3; Oral Communication and Languages","146,159",,2013-12-02,,66383,53980,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Business Spanish",Spanish,SPAN,"Beginning Spanish I &amp; Beginning Spanish II","1101 &amp; 1102","Not eligible for Hispanic Studies minor","Category 3; Oral Communication and Languages","146,159","Maureen Tobin Stanley",2013-12-01,,66383,54037,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 001","Accounting and Integrated Management Systems",,ACCT,"Cost Accounting",3201,,,,,2014-03-12,,67255,53824,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 002","Economic and International Policy Issues",,ECON,"Economics Major/Minor Elective Credit",3XXX,,,,,2014-03-12,,67256,53825,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 003","Economy of the European Union",,BUS,"Economics Major/Minor Elective Credit ",3xxx,,,,"A. Maureen O\'Brien",2014-02-04,,67257,53826,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 004",Entrepreneurship,,MGTS,Entrepreneurship,4472,,,,"Raymond Jones",2014-01-23,,67258,53827,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 005","Fundamentals of Marketing",,MKTG,"Principles of Marketing",3701,,,,,2014-03-12,,67259,53828,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 006","International Business",,FORS,"General Elective Credit",3XXX,,,,"Gerald Pepper",2014-02-09,,67260,53829,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 007","International Finance",,FMIS,"International Finance",3649,,,,,2014-03-12,,67261,53830,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 008","International Human Resources Management",,MGTS,"International Human Resource Management",4861,,,,,2014-03-12,,67262,53831,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 009","International Marketing",,MKTG,"Principles of Marketing",3701,,,,"Stephen Castleberry",2013-12-03,,67263,53832,0
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 010","International Marketing",,MKTG,"International Marketing",3781,,,,,2014-03-12,,67264,53833,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 011","Law I",,BLAW,"Blaw Major/Minor elective credit",3xxx,,,,,2014-03-12,,67265,53834,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 012","Operations Management",,MGTS,"Production and Operations Management",3301,,,,,2014-03-12,,67266,53835,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 013",Statistics,,ECON,"Applied Statistics for Business and Economics",2030,,"Logic and Quantitative Reasoning",145,,2014-03-12,,67267,53836,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 014","Academic Spanish",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67268,53837,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 015","Basque Culture and Language",,LANG,"Beginning Foreign Language I",1101,,"Category 3; Oral Communication and Languages","146,159",,2013-11-20,,67269,53838,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 016","Business Spanish",,SPAN,"Spanish Major Elective Credit",3xxx,,,,,2013-11-20,,67270,53839,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 017","Culture, Politics and Economy in Contemporary Spanish Society",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67271,53840,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 018","Introduction to Hispanic Linguistics",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67272,53841,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 019","Intro to the Analysis of Hispanic Literature",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67273,53842,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 020","Spanish Cinema and Literature",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67274,53843,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 021","Spanish Through Drama",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67275,53844,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 022","Spanish Through Gastronomy",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67276,53845,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 023","Survey of Spanish Literature (Emphasis on Golden Age)",,SPAN,"Spanish Major/Minor Required Credit",3xxx,,,,,2013-11-20,,67277,53846,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 024","Europe in the World",,HIST,"History Major/Minor Elective Credit (Modern European Track)",1xxx,,,,"Rosemary Stanfield-Johnson",2014-04-30,,67278,53847,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"DE 025",Statistics,,MATH,"Math Major/Minor Elective Credit",3XXX,,,,"Kathryn Lenz",2013-11-26,,67279,53848,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Transatlantic Relations: the USA and the EU",English,POL,"Pol Major/Minor Elective Credit",3XXX,,,,POL,2014-09-02,{1D46826E46364C715DD7E5D3E97CACE0}.pdf,67335,53908,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Internship in Business","English, Spanish",LSBE,"TBD on an individual student basis","TBD on an individual student basis","Students should discuss this option with their UMD academic advisor and study abroad advisor to discuss possibilities and obtain specific details from the University of Deusto. LSBE will review the internship on an individual student basis and cannot give one general equivalence for all students.",,,"Duane Kaas",2013-12-01,,67442,54025,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,,"Organizational Behavior",English,FORS,"No UMD equivalent",1XXX,"Only worth general credits towards graduation. No direct equivalency to any major, minor, or lib ed category",,,"Jerry Pepper",2014-10-14,,67443,54028,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"SPAN 200-250","Spanish II",Spanish,SPAN,"Intermediate Spanish I, and Intermediate Spanish II","1201 and 1202","Spanish II is made up of the three courses- Intermediate Spanish I, Intermediate Spanish II, and Intermediate Spanish III. All three courses at Deusto are the equivalent to Span 1201 and Span 1202 at UMD.","Category 3; International Perspective; Oral Communication and Languages","146,151,159","Maureen Tobin Stanley",2013-12-02,{66D08093CA31B34E3E3083D6D2176BC3}.pdf,67452,54038,1
"UMD - University of Minnesota Duluth",Spain,"Universidad de Deusto",Bilbao,"SPAN 100-150","Spanish I",Spanish,SPAN,"Beginning Spanish I and Beginning Spanish II","1101 and 1102","Spanish I is made up of the three courses- Elementary Spanish I, Elementary Spanish II, and Elementary Spanish III. All three courses at Deusto are the equivalent to Span 1101 and Span 1102 at UMD.","Oral Communication and Languages; Category 3","159,146","Maureen Tobin Stanley",2013-12-01,{577259F32B2550D471E553A3C889DFCF}.pdf,67453,54039,1
GlobaLinks,England,"Kingston University",London,F12308,"Popular Genres: Ideology, Archetype, Myth",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,"Category 9; Humanities","154,143",,2014-04-30,,64019,50415,1
GlobaLinks,England,"Kingston University",London,HA4101,"Contemporary Practice: Fine Art, Film, Photography ",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,"Category 9; Humanities","154,143",,2014-04-30,,64020,50416,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ARH 352","Language, Media, Power ",,ART,"Visual Literacy",1900,,"Fine Arts",156,,2010-04-30,,64055,50451,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"THR 313","Acting Skills",,TH,"Acting Fundamentals I ",1111,,"Fine Arts",156,,2010-04-30,,64056,50452,1
"ASA - Academic Studies Abroad",England,"Regents University",London,"PHOT 3190","Digital Photographic Imaging",,ART,"Fundamentals of Photography",1605,"Also counts as Art 2600 Photography I","Fine Arts",156,,2013-04-30,,64057,50453,1
"ASA - Academic Studies Abroad",England,"Regents University",London,"PHOT 3190","Digital Photographic Imaging",,ART,"Photography I",2600,"Also counts as Art 2600 Photography I","Fine Arts",156,,2013-04-30,,64057,51547,1
"UMTC - University of Minnesota Twin Cities",England,"CAPA International Education",London,"LNDN 3523","Living Theater",,TH,"Introduction to Theatre Arts",1001,,"Fine Arts",156,,2012-04-30,,64058,50454,1
Arcadia,England,"Arcadia University London",London,"LONS DTSH 1805","Introduction to Shakespeare in Text & Performance",,ENGL,Shakespeare,3223,,Humanities,143,,2010-04-30,,64138,50534,1
"London International Summer School",England,"University of Westminster",London,2MSS404,"Photographing the City: London",,ArtH,"The City as a Work of Art",2300,,Humanities,143,,2011-04-30,,64139,50535,1
"UMTC - University of Minnesota Twin Cities",England,"CAPA International Education",London,HST,"The American Century: The United States Since 1900",,HIST,"US History Part I",1304,"Also counts as Hist 1305 US History Part II",Humanities,143,,2009-04-30,,64140,50536,1
"UMTC - University of Minnesota Twin Cities",England,"CAPA International Education",London,HST,"The American Century: The United States Since 1900",,HIST,"US History Part II",1305,"Also counts as Hist 1305 US History Part II",Humanities,143,,2009-04-30,,64140,50537,1
"UMTC - University of Minnesota Twin Cities",England,"Global Seminar",London,"ENGL 3030","Shakespeare Our Contemporary",,ENGL,Shakespeare,3223,,Humanities,143,,2009-04-30,,64141,50538,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,PSY,"Foundations in Social Psychology",,PSY,"Social Psychology",3201,,"Social Sciences",141,,2012-04-30,,64389,50801,1
"UMTC - University of Minnesota Twin Cities",England,"Queen Mary University",London,"GEOG 4101","Critical Human Geographies",,GEOG,"Human Geography",1304,,"Social Sciences",141,,2010-04-30,,64390,50802,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,PSY,"Developmental Psychology",,PSY,"Developmental Psychology",2021,,"Cultural Diversity in the US; Social Sciences","155,141",,2012-04-30,,64431,50843,1
"GSE - Global Student Experience",England,"London Metropolitan University",London,"PY 1002","Developmental Psychology",,PSY,"Developmental Psychology",2021,,"Cultural Diversity in the US; Social Sciences","155,141",,2012-04-30,,64432,50844,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ARH 349","British Art and Architecture",,ART,"Art Major/Minor Elective Credit (Graphic Design)",3XXX,,,,,2011-04-30,,65055,51491,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 140","Introduction to Ceramics",,ART,"Ceramics I",2400,,,,,2012-04-30,,65056,51492,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 326A","Video Production",,ART,"Creating Visual Narratives",1800,,,,,2010-04-30,,65057,51493,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 326A","Video Production",,ART,"Digital Filmmaking",3040,,,,,2012-04-30,,65057,51494,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 3155","Foundations in Painting",,ART,"Painting I",2100,,,,,2014-04-30,,65058,51495,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 335","Photojournalism and Publications Layout ",,ART,"Photography: Digital Portfolio",4600,,,,,2012-04-30,,65059,51496,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADM 111","Introduction to Printmaking",,ART,"Printmaking I: Intaglio, Relief",2300,,,,,2012-04-30,,65060,51497,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ARH 309","History of Ancient Art",,ArtH,"Ancient Art",3320,,,,,2012-04-30,,65061,51498,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ARH 321","Baroque Rome and its Monuments",,ArtH,"Baroque and Rococo Art",3340,,,,,2012-04-30,,65062,51499,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"FNN 6200","Money and Banking",,BUS,"Money and Banking",3311,,,,,2014-04-30,,65063,51500,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"COM 305","Writing for the Media/Journalism",,COMM,"Comm Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65064,51501,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"COM 316","Mass Communication and Society",,COMM,"Media Theory and Research",4505,,,,,2011-04-30,,65065,51502,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"INB 306","Euro Business Environment",,ECON,"Econ Major/Minor Elective Credit",3XXX,,,,,2011-04-30,,65066,51503,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"FNN 301","Corporate Finance",,FMIS,"Corporate Finance",3601,,,,,2011-04-30,,65067,51504,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"FNN 302","Principles of Investment",,FMIS,"Investment Fundamentals",3644,,,,,2011-04-30,,65068,51505,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"MGT 307","Operations Management",,MGTS,"Production and Operations Management",3301,,,,,2011-04-30,,65069,51506,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HST 301","History of London",,HIST,"Hist Major/Minor Elective Credit (Modern World track)",3XXX,,,,,2011-04-30,,65070,51507,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HST 313","Introduction to Modern Europe: 1870-1945",,HIST,"Hist Major/Minor Elective Credit (Modern World track)",3XXX,,,,,2011-04-30,,65071,51508,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HST 339","US & UK Comparative History",,HIST,"Hist Major/Minor Elective Credit (Modern World track)",3XXX,,,,,2011-04-30,,65072,51509,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HIST 301","The History of London",,HIST,"Hist Major/Minor Requirement (Europe track)",2XXX,,,,,2013-04-30,,65073,51510,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HIST 328","Roman and Medieval Europe",,HIST,"Hist Major/Minor Requirement (Europe track)",1XXX,,,,,2013-04-30,,65074,51511,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"HIST 339","British and American Comparative History",,HIST,"Hist Major/Minor Requirement (U.S. track)",2XXX,,,,,2013-04-30,,65075,51512,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"COM 3XX","Media Ethics",,JOUR,"Jour Major/Minor Elective Credit",3XXX,,,,,2012-04-30,,65076,51513,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"ADAM 335","Photojournalism and Publications Layout ",,JOUR,"News Photography",2300,,,,,2012-04-30,,65077,51514,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"JRN 305","Feature Writing",,JOUR,"Specialized Reporting",4001,,,,,2012-04-30,,65078,51515,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"INB 402","Managing the Multinational Corporation",,MGTS,"International Management",4474,,,,,2011-04-30,,65079,51516,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"MGT 301","Organisational Behaviour",,MGTS,"Organizational Behavior and Management",3401,,,,,2012-04-30,,65080,51517,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"MKT 301","Principles of Marketing",,MKTG,"Principles of Marketing",3701,,,,,2011-04-30,,65081,51518,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"MSC 395","Modern Popular Music",,MU,"Beethoven to the Beatles",1003,,,,,2010-04-30,,65082,51519,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"PLT 359","The European Union in the New International System",,POL,"Pol Major/Minor Requirement; IntS Thematic IR",3XXX,,,,,2011-04-30,,65083,51520,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"PSY 307","Experimental Methods in Psychology",,PSY,"Applied Methods and Measurement",3022,,,,,2012-04-30,,65084,51521,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,PSY,"Cognitive Science",,PSY,Cognition,3621,,,,,2012-04-30,,65085,51522,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"PSY 351","Cognitive Science",,PSY,"Cognitive Psychology",3621,,,,,2011-04-30,,65086,51523,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,PSY,"Cross-Cultural Psychology",,PSY,"Cross Cultural Psychology",3051,,,,,2012-04-30,,65087,51524,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,PSY,"Quantitative Methods in Psychology",,PSY,"Experimental Design and Methodology",3021,,,,,2012-04-30,,65088,51525,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,"PSY 366","Human Sexuality",,PSY,"Topics in Human Sexuality",3215,,,,,2011-04-30,,65089,51526,1
"AIFS - American Institute for Foriegn Study",England,"Richmond, The American International University",London,,"Beginning Directing",,TH,"Stage Direction",3201,,,,,2012-04-30,,65090,51527,1
"AIU - American InterContinental University",England,"American Intercontinental University",London,,"Restoration and 18th Century Literature",,ENGL,"Restoration and 18th Century Literature",5541,,,,,2010-04-30,,65091,51528,1
"AIU - American InterContinental University",England,"American Intercontinental University",London,"HIS 301","History of London ",,HIST,"Early Modern England",3940,,,,,2012-04-30,,65092,51529,1
"AIU - American InterContinental University",England,"American Intercontinental University",London,"INTR 499",Internship,,MKTG,"Marketing Internship",3797,,,,,2012-04-30,,65093,51530,1
"API - Academic Programs International",England,"University of Arts, London",London,,"Developing a Methodology-Audience",,ART,"Art Major/Minor Elective Credit - Graphic Design",2XXX,,,,,2012-04-30,,65094,51531,1
"API - Academic Programs International",England,"University of Arts, London",London,,"Contexts for your Work: Client/Designer Relationships",,ART,"Independent Study in Graphic Design",5991,,,,,2011-04-30,,65095,51532,1
"API - Academic Programs International",England,"University of Arts, London",London,,"Context, Reflection, and Planning",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",2XXX,,,,,2011-04-30,,65096,51533,1
"API - Academic Programs International",England,"University of Westminster",London,1LIB416,"Jack the Ripper's London: Myth, Reality, and the London Victorian Metropolis",,FORS,"Foreign Studies (Non-Major/Minor General Elective) ",1XXX,,,,,2012-04-30,,65097,51534,1
"API - Academic Programs International",England,"University of Westminster",London,"1POL 684","Politics and Media Freedom",,FORS,"General Elective Credit",3XXX,,,,,2012-04-30,,65098,51535,1
"API - Academic Programs International",England,"University of Westminster",London,"SPIR 502","British Politics",,INTS,"IntS Major/Minor Requirement (Regional-Western Europe)",3XXX,,,,,2012-04-30,,65099,51536,1
"API - Academic Programs International",England,"University of Westminster",London,"SPIR 502","British Politics",,POL,"Pol Major/Minor Requirement (Regional-Western Europe)",3XXX,,,,,2012-04-30,,65099,51540,1
"API - Academic Programs International",England,"University of Westminster",London,,"International Security",,POL,"International Security: Theory and Policy",3456,,,,,2012-04-30,,65100,51537,1
"API - Academic Programs International",England,"University of Westminster",London,"1INR620 620","Ethics and International Relations",,POL,"Pol Major/Minor Requirement",3XXX,,,,,2012-04-30,,65101,51538,1
"API - Academic Programs International",England,"University of Westminster",London,"SPIR 507","Western Political Thought",,POL,"Pol Major/Minor Requirement",3XXX,,,,,2012-04-30,,65102,51539,1
"API - Academic Programs International",England,"University of Westminster",London,"SPIR 504","Governing the European Union",,POL,"Pol Major/Minor Requirement International Region Western European Nations",3XXX,,,,,2012-04-30,,65103,51541,1
"API - Academic Programs International",England,"University of Westminster",London,"SPIR 405","Revolutions and Political Change",,POL,"Political Concepts",3600,,,,,2012-04-30,,65104,51542,1
"API - Academic Programs International",England,"University of Westminster",London,"SDEV 411","Introduction to Politics of Developing Countries",,POL,"Politics of Developing Countries",3570,,,,,2012-04-30,,65105,51543,1
"API - Academic Programs International",England,"University of Westminster",London,,"London Theatre in Performance",,TH,"Theatre Major/Minor Elective Credit  ",1XXX,,,,,2014-04-30,,65106,51544,1
Arcadia,England,"Middlesex University",London,"PSY 3815","Advanced Study in Psychology: Health",,PSY,"Health Psychology",4500,,,,,2009-04-30,,65107,51545,1
"ASA - Academic Studies Abroad",England,"Regents University",London,"PHOT 1000","Photo I",,ART,"Photography I",2600,,,,,2012-04-30,,65108,51546,1
